머리,가슴,다리,손,발,방어력,힘,민첩,지능,의지,크리티컬 저항,스태미나,세트보너스 방어력,세트보너스 힘
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5830,702,315,405,262,77,6,110,40
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,블랙펄 부츠,5584,707,302,227,250,75,6,202,68
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,노블레스 부츠,5308,672,301,229,250,77,6,0,0
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,헤레몬 부츠,5296,661,305,228,253,76,6,0,0
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5471,726,293,218,244,74,6,135,60
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5537,725,308,228,256,76,11,191,75
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5870,705,302,395,254,73,6,110,40
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,블랙펄 부츠,5686,767,317,237,260,77,11,393,143
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,노블레스 부츠,5410,732,316,239,260,79,11,191,75
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,헤레몬 부츠,5398,721,320,238,263,78,11,191,75
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5438,726,308,228,254,76,11,191,75
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,스켈레톤 부츠,5473,738,323,238,266,78,16,216,103
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5972,765,317,405,264,75,11,301,115
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,블랙펄 부츠,5905,743,318,405,273,75,6,312,108
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,노블레스 부츠,5629,708,317,407,273,77,6,110,40
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,헤레몬 부츠,5617,697,321,406,276,76,6,110,40
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,아마겟돈 스케일 부츠,5657,702,309,396,267,74,6,110,40
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,스켈레톤 부츠,5858,761,324,406,279,76,11,301,115
스켈레톤 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6136,721,318,573,277,73,6,165,60
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5337,726,293,68,213,76,6,222,92
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,노블레스 부츠,5433,810,292,70,213,78,6,392,143
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5231,724,296,69,216,77,6,202,68
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5271,729,284,59,207,75,6,202,68
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5472,788,299,69,219,77,11,393,143
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5695,728,293,236,217,74,6,202,68
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,블랙펄 부츠,5514,809,291,70,262,79,6,392,143
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,노블레스 부츠,5263,802,290,72,262,81,6,215,103
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,헤레몬 부츠,5226,763,294,71,265,80,6,190,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5266,768,282,61,256,78,6,190,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5467,827,297,71,268,80,11,381,150
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5690,767,291,238,266,77,6,190,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5335,725,297,69,254,79,6,202,68
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,노블레스 부츠,5249,765,296,71,254,81,6,190,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5243,752,300,70,257,80,6,196,73
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5087,684,288,60,248,78,6,0,0
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5288,743,303,70,260,80,11,191,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5511,683,297,237,258,77,6,0,0
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5375,728,284,59,246,75,6,202,68
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5289,768,283,61,246,77,6,190,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5087,682,287,60,249,76,6,0,0
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5262,747,275,50,240,74,6,135,60
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5328,746,290,60,252,76,11,191,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5551,686,284,227,250,73,6,0,0
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5477,788,299,69,256,77,11,393,143
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5391,828,298,71,256,79,11,381,150
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5189,742,302,70,259,78,11,191,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5229,747,290,60,250,76,11,191,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5264,759,305,70,262,78,16,216,103
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5653,746,299,237,260,75,11,191,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,블랙펄 부츠,5586,724,300,237,269,75,6,202,68
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,노블레스 부츠,5500,764,299,239,269,77,6,190,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,헤레몬 부츠,5298,678,303,238,272,76,6,0,0
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5338,683,291,228,263,74,6,0,0
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5539,742,306,238,275,76,11,191,75
스켈레톤 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,5872,722,300,405,273,73,6,110,40
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5461,812,294,70,220,77,6,392,143
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,노블레스 부츠,5210,805,293,72,220,79,6,215,103
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5173,766,297,71,223,78,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5213,771,285,61,214,76,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5414,830,300,71,226,78,11,381,150
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5637,770,294,238,224,75,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,블랙펄 부츠,5291,804,292,72,269,80,6,215,103
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,노블레스 부츠,5287,867,291,74,269,82,6,285,133
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,헤레몬 부츠,5205,826,295,73,272,81,6,215,103
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5245,831,283,63,263,79,6,215,103
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5446,890,298,73,275,81,11,406,178
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5669,830,292,240,273,78,6,215,103
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5277,767,298,71,261,80,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,노블레스 부츠,5228,828,297,73,261,82,6,215,103
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5387,862,301,72,264,81,6,386,148
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5231,794,289,62,255,79,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5432,853,304,72,267,81,11,381,150
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5655,793,298,239,265,78,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5317,770,285,61,253,76,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5268,831,284,63,253,78,6,215,103
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5231,792,288,62,256,77,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5406,857,276,52,247,75,6,325,135
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5472,856,291,62,259,77,11,381,150
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5695,796,285,229,257,74,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5419,830,300,71,263,78,11,381,150
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5370,891,299,73,263,80,11,406,178
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5333,852,303,72,266,79,11,381,150
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5373,857,291,62,257,77,11,381,150
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5408,869,306,72,269,79,16,406,178
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5797,856,300,239,267,76,11,381,150
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,블랙펄 부츠,5528,766,301,239,276,76,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,노블레스 부츠,5479,827,300,241,276,78,6,215,103
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,헤레몬 부츠,5442,788,304,240,279,77,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5482,793,292,230,270,75,6,190,75
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5683,852,307,240,282,77,11,381,150
스켈레톤 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6016,832,301,407,280,74,6,300,115
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5280,728,301,69,215,78,6,202,68
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,노블레스 부츠,5194,768,300,71,215,80,6,190,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5188,755,304,70,218,79,6,196,73
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5032,687,292,60,209,77,6,0,0
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5233,746,307,70,221,79,11,191,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5456,686,301,237,219,76,6,0,0
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,블랙펄 부츠,5275,767,299,71,264,81,6,190,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,노블레스 부츠,5226,828,298,73,264,83,6,215,103
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,헤레몬 부츠,5385,862,302,72,267,82,6,386,148
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5229,794,290,62,258,80,6,190,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5430,853,305,72,270,82,11,381,150
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5653,793,299,239,268,79,6,190,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5292,756,305,70,256,81,6,196,73
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,노블레스 부츠,5408,864,304,72,256,83,6,386,148
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5225,805,308,71,259,82,6,215,100
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5246,783,296,61,250,80,6,196,73
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5447,842,311,71,262,82,11,387,148
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5670,782,305,238,260,79,6,196,73
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5136,686,292,60,248,77,6,0,0
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5252,794,291,62,248,79,6,190,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5246,781,295,61,251,78,6,196,73
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5225,773,283,51,242,76,6,135,60
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5291,772,298,61,254,78,11,191,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5514,712,292,228,252,75,6,0,0
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5238,746,307,70,258,79,11,191,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5354,854,306,72,258,81,11,381,150
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5348,841,310,71,261,80,11,387,148
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5192,773,298,61,252,78,11,191,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5227,785,313,71,264,80,16,216,103
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5616,772,307,238,262,77,11,191,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,+3 레지나 글로브,블랙펄 부츠,5347,682,308,238,271,77,6,0,0
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,+3 레지나 글로브,노블레스 부츠,5463,790,307,240,271,79,6,190,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,+3 레지나 글로브,헤레몬 부츠,5457,777,311,239,274,78,6,196,73
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5301,709,299,229,265,76,6,0,0
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5502,768,314,239,277,78,11,191,75
스켈레톤 헬름,노블레스 메일,헤레몬 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,5835,748,308,406,275,75,6,110,40
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5320,731,284,59,207,75,6,202,68
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,노블레스 부츠,5234,771,283,61,207,77,6,190,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5032,685,287,60,210,76,6,0,0
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5207,750,275,50,201,74,6,135,60
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5273,749,290,60,213,76,11,191,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5496,689,284,227,211,73,6,0,0
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,블랙펄 부츠,5315,770,282,61,256,78,6,190,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,노블레스 부츠,5266,831,281,63,256,80,6,215,103
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,헤레몬 부츠,5229,792,285,62,259,79,6,190,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5404,857,273,52,250,77,6,325,135
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5470,856,288,62,262,79,11,381,150
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5693,796,282,229,260,76,6,190,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5136,686,288,60,248,78,6,0,0
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,노블레스 부츠,5252,794,287,62,248,80,6,190,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5246,781,291,61,251,79,6,196,73
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5225,773,279,51,242,77,6,135,60
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5291,772,294,61,254,79,11,191,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5514,712,288,228,252,76,6,0,0
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5311,749,275,50,240,74,6,135,60
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5427,857,274,52,240,76,6,325,135
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5225,771,278,51,243,75,6,135,60
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5340,806,266,41,234,73,6,210,90
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5466,835,281,51,246,75,11,326,135
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5689,775,275,218,244,72,6,135,60
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5278,749,290,60,250,76,11,191,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5394,857,289,62,250,78,11,381,150
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5192,771,293,61,253,77,11,191,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5367,836,281,51,244,75,11,326,135
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5267,788,296,61,256,77,16,216,103
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5656,775,290,228,254,74,11,191,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,블랙펄 부츠,5387,685,291,228,263,74,6,0,0
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,노블레스 부츠,5503,793,290,230,263,76,6,190,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,헤레몬 부츠,5301,707,294,229,266,75,6,0,0
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5476,772,282,219,257,73,6,135,60
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5542,771,297,229,269,75,11,191,75
스켈레톤 헬름,노블레스 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,5875,751,291,396,267,72,6,110,40
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5476,789,298,69,217,77,13,393,143
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,블랙펄 건틀릿,노블레스 부츠,5390,829,297,71,217,79,13,381,150
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5188,743,301,70,220,78,13,191,75
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5228,748,289,60,211,76,13,191,75
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5263,760,304,70,223,78,18,216,103
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5652,747,298,237,221,75,13,191,75
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,노블레스 건틀릿,블랙펄 부츠,5471,828,296,71,266,80,13,381,150
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,노블레스 건틀릿,노블레스 부츠,5422,889,295,73,266,82,13,406,178
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,노블레스 건틀릿,헤레몬 부츠,5385,850,299,72,269,81,13,381,150
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5425,855,287,62,260,79,13,381,150
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5460,867,302,72,272,81,18,406,178
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5849,854,296,239,270,78,13,381,150
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5292,744,302,70,258,80,13,191,75
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,헤레몬 건틀릿,노블레스 부츠,5408,852,301,72,258,82,13,381,150
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5402,839,305,71,261,81,13,387,148
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5246,771,293,61,252,79,13,191,75
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5281,783,308,71,264,81,18,216,103
스켈레톤 헬름,노블레스 메일,스켈레톤 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5670,770,302,238,262,78,13,191,75
